VD;VD_AP;VD_0S;VD_HAP;VD_0AP;VD_HS;CONT.PREC;OCORRENCIA;CONT.SEGUINTE;ITEM.LEXICAL;TRANSC.FONOLOGICA;CONT.FON.PREC;CFP_abertura;CFP_anterioridade;CFP_tracoposicao1;CFP_tracoposicao2;CONT.FON.SEG;CFS_pontoc;CFS_sonor;TONICIDADE;POSICAO.S;CLASSE.MORFOLOGICA;CLASSE.MORFOLOGICA2;CLASSE.MORFOLOGICA3;MORFEMA.PLURAL;MORFEMA.PLURAL2;MUDANCA.SENTIDO;ESTILO;ARQUIVO;ANO.ENTREVISTA;LOCALIZACAO;PERFIL;ESTADO;PARTICIPANTE;SEXO;IDADE;FAIXA.ETARIA;ESCOLARIDADE;ESCOLARIDADE2;OCUPACAO;INDICE.SOCIO;CLASSE.SOCIAL;CLASSE.SOCIAL.BC;CLASSE.SOCIAL.BCC;IDADE.MIGRACAO;IDADE.MIGRACAO2;TEMPO.SP;TEMPO.SP2;PROP.VIDA.SP;PROP.VIDA.SP2;CID.ORIGEM;CID.RESIDENCIA;MOTIVO;AMIGOS;VIZINHOS;COLEGAS.ESTADO;COLEGAS.NE;COMIDA;MUSICA;CONVERSA;VOLTA;ONDE.MORARIA;ESTADUALIDADE;PAULISTIDADE;NORDESTINIDADE;DIF.SP;DIF.NE;DIF.FALAR;IMOVEL;PROPRIEDADE;NQUARTOS;NBANHEIROS;NPESSOAS;NRENDA;RENDA.IND;RENDA.FAM;ESCOLA.PAI;OCUPACAO.PAI;ESCOLA.MAE;OCUPACAO.MAE;QUALIDADE.GRAV;NATURALIDADE.GRAV;PONTUACAO;DOCUMENTADOR;DURACAO;INDICE.REDE.EST;INDICE.REDE.NE;INDICE.HABITOS
A;A;S;AP;AP;S;<A> também tem alguns <A> tudo;espalhado <A>;| D1 uhum | D1;espalhado;e$-pa-'La-do;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:30:56.029;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;acha que está espalhado | S;espalhado <A>;| S não tem um;espalhado;e$-pa-'La-do;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FB+_MelanieG;2018;00:30:58.766;FB+;PB;MelanieG;feminino;47;2a.3a;medio;medio.superior;Diarista;2,13;C2;baixa;media;32;20+;15;10+;32;de1a2quartos;Soledade;Paulinia;trabalho;maioria;nao;nao;nao;tododia;sempre;todo.dia;1xano;NE;10;0;10;8;8;10;casa;proprio;2;1;2;2;1a2SM;1a2SM;NC;Aposentado;NC;Aposentada;3-ruidomedio;4;92;Fernanda Guirelli;00h47min23seg;7;7;12
A;A;S;AP;AP;S;S não | S estão <E>;espalhados <A>;mas <A> aqui no no;espalhados;e$-pa-'La-do$;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2017FB-_JoelmaM;2017;00:31:11.632;FB-;PB;JoelmaM;feminino;33;1a;medio;medio.superior;Auxiliar de Produção;3;C1;media;media;33;20+;0;9-;0;ate1quarto;Soledade;Paulinia;trabalho;nenhum;alguns;alguns;varios;1xmes;nunca;todo.dia;1xano;estado.origem;10;2;10;10;10;10;casa;alugado;3+;3+;4;3;2a4SM;2a4SM;NC;Aposentada;NC;Aposentado;5-ruidopouco;5;97;Fernanda Guirelli;00h44min46seg;6;9;8
A;A;S;AP;AP;S;<A> vão se (xxx) vai se;espalhando <A>;não fica mais <0> na;espalhando;e$-pa-'LA-do;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2018MB-_RicardoR;2018;00:31:25.627;MB-;AL;RicardoR;masculino;27;1a;fund2;fund;Balconista de bar;1,92;D;baixa;baixa;23;20+;0;9-;0;ate1quarto;Arapiraca;Holambra;trabalho;maioria;varios;varios;nao;nunca;sempre;1xmes;1xano;estado.origem;9;3;10;10;8;10;outro;alugado;2;1;2;1;1a2SM;1a2SM;analfabeto;NC;analfabeto;agricultora;2-ruidoalto;5;94;Marina Russo;00h48min14seg;8;10;7
A;A;S;AP;AP;S;| S eu lembro dele sempre;espancando <A>;meus <A> irmãos <A> e;espancando;e$-pA-'kA-do;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2017FA+_EdileneB;2017;00:31:39.867;FA+;PB;EdileneB;feminino;38;2a.3a;fund2;fund;Dona de casa;1,5;E;baixa;baixa;17;19-;21;10+;55;maismetade;NA;Campinas;familia;nenhum;alguns;nao;alguns;nunca;nunca;todo.dia;nunca;outro;8;5;8;10;3;8;casa;proprio;1;1;5;1;NC;1a2SM;NC;Agricultor;NC;Merendeira;3-ruidomedio;5;89;Fernanda Guirelli;00h53min45seg;3;4;3
A;A;S;AP;AP;S;sabia bater | S ele sabia;espancar <A>;| S ele deixava a;espancar;e$-pA-'kar;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2017FA+_EdileneB;2017;00:31:43.697;FA+;PB;EdileneB;feminino;38;2a.3a;fund2;fund;Dona de casa;1,5;E;baixa;baixa;17;19-;21;10+;55;maismetade;NA;Campinas;familia;nenhum;alguns;nao;alguns;nunca;nunca;todo.dia;nunca;outro;8;5;8;10;3;8;casa;proprio;1;1;5;1;NC;1a2SM;NC;Agricultor;NC;Merendeira;3-ruidomedio;5;89;Fernanda Guirelli;00h53min45seg;3;4;3
A;A;S;AP;AP;S;faz <A> as <A> pessoas <0>;especial <A>;é você mesmo <0> |;especial;e$-pe-si-'aw;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;ALCP_2018MA+_JoaquimS;2018;00:31:47.431;MA+;AL;JoaquimS;masculino;42;2a.3a;fund1;fund;Vendedor ambulante;1,29;E;baixa;baixa;16;19-;17;10+;40;de1a2quartos;NA;Indaiatuba;trabalho;nenhum;nao;nao;varios;nunca;nunca;nunca;nunca;estado.origem;10;5;10;0;0;8;casa;financiado;2;1;3;3;1a2SM;1a2SM;analfabeto;NC;analfabeto;Agricultora;2-ruidoalto;4;84;Marina Russo;01h27min21seg;2;4;2
A;A;S;AP;AP;S;em Indaiatuba ainda parece que é;especial <A>;| S tem mais <A>;especial;e$-pe-si-'aw;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;ALCP_2018MA+_JoaquimS;2018;00:31:52.254;MA+;AL;JoaquimS;masculino;42;2a.3a;fund1;fund;Vendedor ambulante;1,29;E;baixa;baixa;16;19-;17;10+;40;de1a2quartos;NA;Indaiatuba;trabalho;nenhum;nao;nao;varios;nunca;nunca;nunca;nunca;estado.origem;10;5;10;0;0;8;casa;financiado;2;1;3;3;1a2SM;1a2SM;analfabeto;NC;analfabeto;Agricultora;2-ruidoalto;4;84;Marina Russo;01h27min21seg;2;4;2
A;A;S;AP;AP;S;ficar né a pessoa que aposenta;especial <A>;não pode ficar na empresa;especial;e$-pe-si-'aw;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018MB+_MatheusA;2018;00:31:54.597;MB+;PB;MatheusA;masculino;50;2a.3a;fund1;fund;Trabalha com a parte industrial em empresa;2,17;C2;baixa;media;20;20+;30;10+;60;maismetade;Soledade;Paulinia;trabalho;metade;alguns;nao;alguns;1xmes;nunca;todo.dia;1xano;estado.origem;9;9;10;8;3;9;casa;proprio;3+;3+;4;2;2a4SM;2a4SM;NC;Falecido;NC;Aposentada;5-ruidopouco;5;99;Fernanda Guirelli;01h05min23seg;7;7;8
A;A;S;AP;AP;S;| S então bota a cidade;específica <A>;eu não sei | D1;específica;e$-pe-'si-fi-ka;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2017FB+_MarisaR;2017;00:32:01.864;FB+;PB;MarisaR;feminino;45;2a.3a;fund2;fund;Diarista;1,83;D;baixa;baixa;19;19-;26;10+;58;maismetade;Soledade;Paulinia;familia;maioria;varios;nao;nao;1xsemana;sempre;todo.dia;1xano;estado.origem;10;6;10;10;8;10;casa;proprio;2;2;5;1;1a2SM;1a2SM;NC;Aposentado;NC;Aposentada;3-ruidomedio;5;94;Fernanda Guirelli;00h43min59seg;9;11;11
A;A;S;AP;AP;S;S aí eu não não sei;especificamente <A>;se | D1 e dentro;especificamente;e$-pe-si-fi-ka-'mE-te;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adverbio;adverbio;lexical;nao;nao;nao;conversa;PBCP_2017FB-_JoelmaM;2017;00:32:03.176;FB-;PB;JoelmaM;feminino;33;1a;medio;medio.superior;Auxiliar de Produção;3;C1;media;media;33;20+;0;9-;0;ate1quarto;Soledade;Paulinia;trabalho;nenhum;alguns;alguns;varios;1xmes;nunca;todo.dia;1xano;estado.origem;10;2;10;10;10;10;casa;alugado;3+;3+;4;3;2a4SM;2a4SM;NC;Aposentada;NC;Aposentado;5-ruidopouco;5;97;Fernanda Guirelli;00h44min46seg;6;9;8
A;A;S;AP;AP;S;meio como se a gente fosse;espelho <A>;um do outro entendeu? |;espelho;e$-'pe-Lo;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2018MA+_WalterN;2018;00:32:03.176;MA+;AL;WalterN;masculino;24;1a;medio;medio.superior;Garçom;2,25;C2;baixa;media;13;19-;12;10+;50;de1a2quartos;Girau do Ponciano;Holambra;trabalho;maioria;nao;nao;alguns;1xmes;nunca;todo.dia;nunca;SP;5;8;6;10;2;6;casa;alugado;2;1;4;3;1a2SM;2a4SM;NC;NC;NC;donadecasa;4-ruidobaixo;5;94;Andreza Parra;01h55min14seg;5;7;4
A;A;S;AP;AP;S;eu tivesse | S aí eh;espera <A>;pra terça-feira jogar lá |;espera;e$-'pe-Ra;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2018MB+_AlbertoS;2018;00:32:03.176;MB+;AL;AlbertoS;masculino;39;2a.3a;fund1;fund;Autônomo;2,09;C2;baixa;media;27;20+;13;10+;33;de1a2quartos;Campo Grande;Campinas;trabalho;maioria;varios;nao;alguns;tododia;sempre;1xsemana;1xano;outro;7;3;8;;6;10;casa;proprio;3+;1;4;2;2a4SM;2a4SM;fund1;Agricultor-falecido;analfabeto;Agricultora-falecida;5-ruidopouco;5;96;Fernanda Guirelli;01h05min31seg;10;10;9
A;A;S;AP;AP;S;mas <A> se ele chegar ele;espera <A>;| D1 uhum | D1;espera;e$-'pe-Ra;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:32:09.402;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;S quer deitar | S só;esperando <A>;a mulher | S fazer;esperando;e$-pe-'RA-do;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2017FA+_AdrieleS;2017;00:32:10.735;FA+;AL;AdrieleS;feminino;38;2a.3a;fund1;fund;desempregada;1,5;E;baixa;baixa;18;19-;21;10+;55;maismetade;São José da Lage;Campinas;familia;metade;nao;alguns;varios;1xmes;sempre;1xsemana;nunca;estado.origem;10;1;9;10;8;10;casa;proprio;3+;2;5;1;NC;NC;NC;comerciante;NC;comerciante;3-ruidomedio;5;88;Fernanda Guirelli;01h03min45seg;5;7;7
A;A;S;AP;AP;S;veja | S uma hora você;esperando <A>;um ônibus <A> | S;esperando;e$-pe-'RA-do;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:32:23.877;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
A;A;S;AP;AP;S;falou? | S eu estou <E>;esperando <A>;ainda | S mas <0>;esperando;e$-pe-'RA-do;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2018MB+_ClaudineiP;2018;00:32:25.510;MB+;PB;ClaudineiP;masculino;33;1a;fund2;fund;Carpinteiro;2;D;baixa;baixa;23;20+;10;10+;30;de1a2quartos;Nova Holinda;Campinas;trabalho;poucos;alguns;alguns;varios;nunca;sempre;todo.dia;nunca;outro;10;5;10;5;8;10;casa;alugado;2;1;2;2;1SM;1SM;NC;Agricultor-Aposentado;NC;Merendeira-Aposentada;4-ruidobaixo;5;68;Fernanda Guirelli;00h38min49seg;9;9;5
A;A;S;AP;AP;S;fui | S eu estou <E>;esperando <A>;agora a firma me dispensar;esperando;e$-pe-'RA-do;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2018MB+_MatheusA;2018;00:32:25.510;MB+;PB;MatheusA;masculino;50;2a.3a;fund1;fund;Trabalha com a parte industrial em empresa;2,17;C2;baixa;media;20;20+;30;10+;60;maismetade;Soledade;Paulinia;trabalho;metade;alguns;nao;alguns;1xmes;nunca;todo.dia;1xano;estado.origem;9;9;10;8;3;9;casa;proprio;3+;3+;4;2;2a4SM;2a4SM;NC;Falecido;NC;Aposentada;5-ruidopouco;5;99;Fernanda Guirelli;01h05min23seg;7;7;8
A;A;S;AP;AP;S;promoção né quem sabe? | S;esperar <A>;pra ver se o a;esperar;e$-pe-'Rar;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2018MB+_AlbertoS;2018;00:32:27.714;MB+;AL;AlbertoS;masculino;39;2a.3a;fund1;fund;Autônomo;2,09;C2;baixa;media;27;20+;13;10+;33;de1a2quartos;Campo Grande;Campinas;trabalho;maioria;varios;nao;alguns;tododia;sempre;1xsemana;1xano;outro;7;3;8;;6;10;casa;proprio;3+;1;4;2;2a4SM;2a4SM;fund1;Agricultor-falecido;analfabeto;Agricultora-falecida;5-ruidopouco;5;96;Fernanda Guirelli;01h05min31seg;10;10;9
A;A;S;AP;AP;S;se não for a gente vai;esperar <A>;mais <A> um ano |;esperar;e$-pe-'Rar;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:32:27.714;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
A;A;S;AP;AP;S;ônibus <A> | S eu vou;esperar <A>;do meu bairro por causa;esperar;e$-pe-'Rar;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:32:27.714;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
A;A;S;AP;AP;S;serviço de casa | S uma;esperava <A>;"pela outra | S ""não";esperava;e$-pe-'Ra-va;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2017FA+_AdrieleS;2017;00:32:27.714;FA+;AL;AdrieleS;feminino;38;2a.3a;fund1;fund;desempregada;1,5;E;baixa;baixa;18;19-;21;10+;55;maismetade;São José da Lage;Campinas;familia;metade;nao;alguns;varios;1xmes;sempre;1xsemana;nunca;estado.origem;10;1;9;10;8;10;casa;proprio;3+;2;5;1;NC;NC;NC;comerciante;NC;comerciante;3-ruidomedio;5;88;Fernanda Guirelli;01h03min45seg;5;7;7
A;A;S;AP;AP;S;chega aqui não é aquilo que;esperava <A>;volta porque | S só;esperava;e$-pe-'Ra-va;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2017FA+_GiovanaC;2017;00:32:35.237;FA+;PB;GiovanaC;feminino;43;2a.3a;fund2;fund;Diarista;2,17;C2;baixa;media;18;19-;22;10+;51;maismetade;Soledade;Paulinia;trabalho;maioria;alguns;nao;nao;nunca;nunca;todo.dia;menos1xano;outro;10;0;10;10;5;10;casa;proprio;3+;2;3;3;2a4SM;4a10SM;NC;Falecido;NC;Falecida;3-ruidomedio;5;96;Fernanda Guirelli;00h47min19seg;10;10;4
A;A;S;AP;AP;S;pais sempre consideram né | S;espero <A>;que ele tem oito ano;espero;e$-'pe-Ro;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2017FB-_JosileideS;2017;00:32:45.053;FB-;AL;JosileideS;feminino;33;1a;fund1;fund;auxiliar-cozinha;1,1;E;baixa;baixa;31;20+;1;9-;0;ate1quarto;Taquarana;Campinas;trabalho;maioria;nao;nao;alguns;tododia;as.vezes;1xmes;nunca;estado.origem;10;0;10;10;5;10;casa;alugado;2;1;4;2;1SM;1a2SM;analfabeto;agricultor;analfabeto;agricultora;2-ruidoalto;5;73;Fernanda Guirelli;01h24min24seg;5;7;7
A;A;S;AP;AP;S;certo | S ela é muito;esperta <A>;| D1 que bom né;esperta;e$-'per-ta;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2017FA+_EdileneB;2017;00:32:50.296;FA+;PB;EdileneB;feminino;38;2a.3a;fund2;fund;Dona de casa;1,5;E;baixa;baixa;17;19-;21;10+;55;maismetade;NA;Campinas;familia;nenhum;alguns;nao;alguns;nunca;nunca;todo.dia;nunca;outro;8;5;8;10;3;8;casa;proprio;1;1;5;1;NC;1a2SM;NC;Agricultor;NC;Merendeira;3-ruidomedio;5;89;Fernanda Guirelli;00h53min45seg;3;4;3
A;A;S;AP;AP;S;folgadão mais <A> | S espertinhos;<A> <A>;| D1 e o gaúcho;espertinhos;e$-per-'ti-No$;o;meia.fechada;posterior;menos.anterior;mais.posterior;#;#;#;atona;final;adjetivo;adjetivo;lexical;sim;sim;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:32:53.280;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;<A> folgadão mais <A> | S;espertinhos <A>;<A> | D1 e o;espertinhos;e$-per-'ti-No$;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:32:57.743;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
A;A;S;AP;AP;S;acho que ele é | S;esperto <A>;é sabido | S interesseiro;esperto;e$-'per-to;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018MA-_JonasP;2018;00:33:00.950;MA-;PB;JonasP;masculino;23;1a;medio;medio.superior;Agricultor;2,17;C2;baixa;media;17;19-;6;9-;26;de1a2quartos;Nova Holinda;EngenheiroCoelho;trabalho;maioria;varios;alguns;alguns;tododia;nunca;todo.dia;menos1xano;estado.origem;10;0;10;10;9;10;casa;alugado;2;1;3;2;1a2SM;1a2SM;NC;NC;NC;NC;3-ruidomedio;5;91;Marina Russo;00h52min16seg;10;10;9
A;A;S;AP;AP;S;| S a gente praticava esse;esporte <A>;que eu te falei a;esporte;e$-'por-te;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017MA-_WellingtonF;2017;00:33:10.794;MA-;AL;WellingtonF;masculino;21;1a;medio;medio.superior;Garçom;2,67;C1;media;media;19;19-;2;9-;10;ate1quarto;Arapiraca;Campinas;trabalho;maioria;nao;varios;varios;tododia;sempre;todo.dia;1xano;outro;10;1;10;9;0;10;outro;alugado;2;1;6+;NC;1a2SM;NC;NC;NC;NC;NC;3-ruidomedio;5;84;Fernanda Guirelli;00h47min40seg;13;13;10
A;A;S;AP;AP;S;educação (xxx) | S educação e;esporte <A>;muito sabe? mais <0> bastante;esporte;e$-'por-te;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;PBCP_2017FB+_MarisaR;2017;00:33:22.768;FB+;PB;MarisaR;feminino;45;2a.3a;fund2;fund;Diarista;1,83;D;baixa;baixa;19;19-;26;10+;58;maismetade;Soledade;Paulinia;familia;maioria;varios;nao;nao;1xsemana;sempre;todo.dia;1xano;estado.origem;10;6;10;10;8;10;casa;proprio;2;2;5;1;1a2SM;1a2SM;NC;Aposentado;NC;Aposentada;3-ruidomedio;5;94;Fernanda Guirelli;00h43min59seg;9;11;11
A;A;S;AP;AP;S;muito sabe? mais <0> bastante <A>;esporte <A>;| S fosse uma escola;esporte;e$-'por-te;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;PBCP_2017FB+_MarisaR;2017;00:33:22.768;FB+;PB;MarisaR;feminino;45;2a.3a;fund2;fund;Diarista;1,83;D;baixa;baixa;19;19-;26;10+;58;maismetade;Soledade;Paulinia;familia;maioria;varios;nao;nao;1xsemana;sempre;todo.dia;1xano;estado.origem;10;6;10;10;8;10;casa;proprio;2;2;5;1;1a2SM;1a2SM;NC;Aposentado;NC;Aposentada;3-ruidomedio;5;94;Fernanda Guirelli;00h43min59seg;9;11;11
A;A;S;AP;AP;S;<A> ficarem lá | S fazendo;esporte <A>;uma coisa assim ou uma;esporte;e$-'por-te;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;PBCP_2017FB+_MarisaR;2017;00:33:30.670;FB+;PB;MarisaR;feminino;45;2a.3a;fund2;fund;Diarista;1,83;D;baixa;baixa;19;19-;26;10+;58;maismetade;Soledade;Paulinia;familia;maioria;varios;nao;nao;1xsemana;sempre;todo.dia;1xano;estado.origem;10;6;10;10;8;10;casa;proprio;2;2;5;1;1a2SM;1a2SM;NC;Aposentado;NC;Aposentada;3-ruidomedio;5;94;Fernanda Guirelli;00h43min59seg;9;11;11
A;A;S;AP;AP;S;eh | S questão <P> de;esporte <A>;| S a/ acabou quase;esporte;e$-'por-te;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;PBCP_2017FB+_RoselinaM;2017;00:33:35.509;FB+;PB;RoselinaM;feminino;41;2a.3a;fund2;fund;Diarista;1,83;D;baixa;baixa;23;20+;18;10+;44;de1a2quartos;Soledade;Paulinia;trabalho;poucos;alguns;nao;nao;1xsemana;nunca;todo.dia;nunca;outro;10;3;10;10;8;10;casa;proprio;3+;3+;4;2;1a2SM;2a4SM;NC;Aposentado;NC;Aposentada;4-ruidobaixo;5;97;Fernanda Guirelli;00h48min17seg;4;4;5
A;A;S;AP;AP;S;questão <A> da saúde | S;esporte <A>;tem muito pouca coisa pro;esporte;e$-'por-te;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_AmandaP;2018;00:33:35.509;FA+;PB;AmandaP;feminino;38;2a.3a;medio;medio.superior;Porteira;2;D;baixa;baixa;11;19-;27;10+;71;maismetade;Soledade;Paulinia;familia;nenhum;nao;nao;alguns;tododia;sempre;1xmes;nunca;outro;9;2;9;8;2;7;casa;proprio;2;1;3;2;1a2SM;4a10SM;analfabeto;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;96;Fernanda Guirelli;00h49min48seg;6;6;6
